provider,file_stem,EDITORA,PROGRAMA,NÚMERO PROGRAMA,EXIBIÇÃO (GRAVADO OU REPRISE),"CATEGORIA DO PROGRAMA (PROGRAMA, NOVELA)",DATA DE EXIBIÇÃO,NOME DA MÚSICA,AUTOR,INTERPRETE,TIPO DE SINCRONIZAÇÃO,PERCENTUAL A PAGAR - EDITORA,VALOR A PAGAR - EDITORA,__title_norm,__author_norm,__is_match,__sheet
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,VAI QUE COLA,27/08/2023,00:42:00,LGBTXYZ,,2ª TEMPORADA,,GLOBO,2023.0,CARLO MILANI E ERNESTO PICCOLO,2,BEIJINHO NO OMBRO,MUSICA COMERCIAL,"ANDRE VIEIRA,ANDRE VIEIRA,DENNIS DJ,PARDAL,WALLACE VIANA,WALLACE VIANA",VALESCA POPOZUDA,88,BK,,"UNIVERSAL MGB,WARNER CHAPPELL,SONY MUSIC PUBLISHING,ADDAF,UNIVERSAL MGB,WARNER CHAPPELL",,,,beijinho no ombro,valesca popozuda,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,VAI QUE COLA,VAI QUE COLA,27/08/2023,00:42:00,LGBTXYZ,,2ª TEMPORADA,,GLOBO,2023.0,CARLO MILANI E ERNESTO PICCOLO,3,BEIJINHO NO OMBRO,MUSICA COMERCIAL,"ANDRE VIEIRA,ANDRE VIEIRA,DENNIS DJ,PARDAL,WALLACE VIANA,WALLACE VIANA",MARCUS MAJELLA,13,PE,,"UNIVERSAL MGB,WARNER CHAPPELL,SONY MUSIC PUBLISHING,ADDAF,UNIVERSAL MGB,WARNER CHAPPELL",,,,beijinho no ombro,marcus majella,True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,30/08/2023,10:36:20,5893,,,,GLOBO,2023.0,VIVI DE MARCO,1,FELICIDADE,MUSICA COMERCIAL,"GABRIEL MOURA,LEANDRO FAB,PRETINHO DA SERRINHA,SEU JORGE","ANDRÉ SARATE,CAPU,SERGINHO MOAH",15,TA,,"WARNER CHAPPELL,WARNER CHAPPELL,UNIVERSAL MGB,SONY MUSIC PUBLISHING",FIRST MUSIC,,,felicidade,"andre sarate,capu,serginho moah",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,30/08/2023,10:36:20,5893,,,,GLOBO,2023.0,VIVI DE MARCO,2,FELICIDADE,MUSICA COMERCIAL,"GABRIEL MOURA,LEANDRO FAB,PRETINHO DA SERRINHA,SEU JORGE","ANDRÉ SARATE,CAPU,SERGINHO MOAH",59,BK,,"WARNER CHAPPELL,WARNER CHAPPELL,UNIVERSAL MGB,SONY MUSIC PUBLISHING",FIRST MUSIC,,,felicidade,"andre sarate,capu,serginho moah",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,30/08/2023,10:36:20,5893,,,,GLOBO,2023.0,VIVI DE MARCO,54,FELICIDADE,MUSICA COMERCIAL,"GABRIEL MOURA,LEANDRO FAB,PRETINHO DA SERRINHA,SEU JORGE","ANDRÉ SARATE,CAPU,SERGINHO MOAH",14,BK,,"WARNER CHAPPELL,WARNER CHAPPELL,UNIVERSAL MGB,SONY MUSIC PUBLISHING",FIRST MUSIC,,,felicidade,"andre sarate,capu,serginho moah",True,MusicCueSheet_Agosto23
Globo,MusicCueSheet_TvAberta_Agosto2023,MAIS VOCE,MAIS VOCÊ,30/08/2023,10:36:20,5893,,,,GLOBO,2023.0,VIVI DE MARCO,55,FELICIDADE,MUSICA COMERCIAL,"GABRIEL MOURA,LEANDRO FAB,PRETINHO DA SERRINHA,SEU JORGE","ANDRÉ SARATE,CAPU,SERGINHO MOAH",24,TE,,"WARNER CHAPPELL,WARNER CHAPPELL,UNIVERSAL MGB,SONY MUSIC PUBLISHING",FIRST MUSIC,,,felicidade,"andre sarate,capu,serginho moah",True,MusicCueSheet_Agosto23
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,RESISTENCIA NEGRA,,20/11/2023,,1.0,,,,,,,1,INVISIVEL,MUSICA COMERCIAL,"FILIPE CARTAXO,MARCELO SEKO,ROBERTO BARRETO,RUSSO PASSAPUSSO",BAIANA SYSTEM,29,TA,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,invisivel,baiana system,True,MusicCueSheet_Globoplay_Nov23
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,RESISTENCIA NEGRA,,21/11/2023,,2.0,,,,,,,4,INVISIVEL,MUSICA COMERCIAL,"FILIPE CARTAXO,MARCELO SEKO,ROBERTO BARRETO,RUSSO PASSAPUSSO",BAIANA SYSTEM,29,TA,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,invisivel,baiana system,True,MusicCueSheet_Globoplay_Nov23
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,RESISTENCIA NEGRA,,22/11/2023,,3.0,,,,,,,4,INVISIVEL,MUSICA COMERCIAL,"FILIPE CARTAXO,MARCELO SEKO,ROBERTO BARRETO,RUSSO PASSAPUSSO",BAIANA SYSTEM,29,TA,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,invisivel,baiana system,True,MusicCueSheet_Globoplay_Nov23
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,RESISTENCIA NEGRA,,23/11/2023,,4.0,,,,,,,3,INVISIVEL,MUSICA COMERCIAL,"FILIPE CARTAXO,MARCELO SEKO,ROBERTO BARRETO,RUSSO PASSAPUSSO",BAIANA SYSTEM,29,TA,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,invisivel,baiana system,True,MusicCueSheet_Globoplay_Nov23
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,RESISTENCIA NEGRA,,24/11/2023,,5.0,,,,,,,2,INVISIVEL,MUSICA COMERCIAL,"FILIPE CARTAXO,MARCELO SEKO,ROBERTO BARRETO,RUSSO PASSAPUSSO",BAIANA SYSTEM,29,TA,,"UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB,UNIVERSAL MGB",,,,invisivel,baiana system,True,MusicCueSheet_Globoplay_Nov23
Globo,Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23,RITMO DE NATAL,,30/11/2023,,,,,,,,,9,DINGO BELL,MUSICA COMERCIAL,MC BIGODINHO,MC TETEU,43,TP,,MC BIGODINHO,,,,dingo bell,mc teteu,True,MusicCueSheet_Globoplay_Nov23
Canal Brasil,Ubem_CanalBrasil_Março24 (1),Mídia,Canal,Data,Gênero,Programa,Episódio Nr.,Título da Obra,Autor(es),Intérprete(s),Editora(s),Tipo de Sincronização,Acervo Sim ou Não,Data da 1ª Exibição (apenas para conferência),Exibição,midia,,True,Relatório UBEM - Canal Brasil
