provider,supplier_file,sheet,supplier_title,supplier_artist,matched_term,matched_identifier,match_type
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tudo Com Voce,"Leo,Victor",TUDO COM VOCE,T-039.134.796-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pocoto,Mc Serginho,POCOTÓ,T-306.794.969-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,"Sandy,Wanessa",LEVE,T-315.958.048-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,"Sandy,Wanessa",LEVE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leve,"Sandy,Wanessa",LEVE,T-335.482.970-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Dilsinho,DOMINGO,T-307.003.485-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Domingo,Dilsinho,DOMINGO,T-301.991.455-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,Ivete Sangalo,MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Seu Jorge,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Teto De Vidro,Day,TETO DE VIDRO,T-321.537.364-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Deja Vu,Day,DÉJÀ VU,T-308.187.765-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Day,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sonho,Não Identificado,SONHO,T-039.218.960-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sonho,Não Identificado,SONHO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,2020,Sbtrkt,2020,T-301.721.117-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,2020,Sbtrkt,2020,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Dança Do Pombo,Mc Faisca,DANÇA DO POMBO,T-315.906.851-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Luiz Gonzaga,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rio Babilônia,Jorge Ben Jor,RIO BABILÔNIA,T-311.596.075-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Bem Te Vi,Tetê Espíndola,BEM TE VI,T-315.798.949-2,title_only
